"Departamento","Código Divipola Departamento","Municipio","Código Divipola Municipio","Programa","Año de Asignacion","Estado","No.SFV Asignados","Valor Asignado"
"ANTIOQUIA","5","MEDELLÍN","5001","Convocatoria","2.024","Asignados","27","772.200.000"
"ANTIOQUIA","5","MEDELLÍN","5001","Convocatoria","2.025","Asignados","16","457.600.000"
"ANTIOQUIA","5","MEDELLÍN","5001","Sentencias judiciales","2.022","Asignados","19","1.443.810.000"
"ANTIOQUIA","5","MEDELLÍN","5001","Sentencias judiciales","2.023","Asignados","107","9.886.046.300"
"ANTIOQUIA","5","MEDELLÍN","5001","Sentencias judiciales","2.024","Asignados","8","823.072.540"
"ANTIOQUIA","5","ABEJORRAL","5002","Sentencias judiciales","2.023","Asignados","1","95.500.000"
"ANTIOQUIA","5","ABEJORRAL","5002","Sentencias judiciales","2.024","Asignados","1","101.400.000"
"ANTIOQUIA","5","ABRIAQUÍ","5004","Sentencias judiciales","2.023","Asignados","1","81.200.000"
"ANTIOQUIA","5","AMAGÁ","5030","Convocatoria","2.024","Asignados","71","576.520.000"
"ANTIOQUIA","5","AMAGÁ","5030","Convocatoria","2.025","Asignados","3","24.360.000"
"ANTIOQUIA","5","ANDES","5034","Convocatoria","2.024","Asignados","17","138.040.000"
"ANTIOQUIA","5","ANDES","5034","Convocatoria","2.025","Asignados","31","251.720.000"
"ANTIOQUIA","5","APARTADÓ","5045","Convocatoria","2.025","Asignados","16","270.400.000"
"ANTIOQUIA","5","APARTADÓ","5045","Sentencias judiciales","2.022","Asignados","3","222.675.000"
"ANTIOQUIA","5","APARTADÓ","5045","Sentencias judiciales","2.023","Asignados","1","100.700.000"
"ANTIOQUIA","5","APARTADÓ","5045","Sentencias judiciales","2.024","Asignados","1","104.000.000"
"ANTIOQUIA","5","APARTADÓ","5045","Sentencias judiciales","2.025","Asignados","1","103.545.000"
"ANTIOQUIA","5","ARMENIA","5059","Convocatoria","2.024","Asignados","15","121.800.000"
"ANTIOQUIA","5","ARMENIA","5059","Convocatoria","2.025","Asignados","14","113.680.000"
"ANTIOQUIA","5","BELLO","5088","Convocatoria","2.024","Asignados","48","1.372.800.000"
"ANTIOQUIA","5","BELLO","5088","Convocatoria","2.025","Asignados","9","257.400.000"
"ANTIOQUIA","5","BETANIA","5091","Convocatoria","2.025","Asignados","18","233.537.490"
"ANTIOQUIA","5","CIUDAD BOLÍVAR","5101","Sentencias judiciales","2.025","Asignados","1","108.745.000"
"ANTIOQUIA","5","BRICEÑO","5107","Convocatoria","2.024","Asignados","20","162.400.000"
"ANTIOQUIA","5","BRICEÑO","5107","Convocatoria","2.025","Asignados","17","138.040.000"
"ANTIOQUIA","5","CÁCERES","5120","Convocatoria","2.025","Asignados","153","3.893.909.000"
"ANTIOQUIA","5","CÁCERES","5120","Sentencias judiciales","2.024","Asignados","1","111.800.000"
"ANTIOQUIA","5","CÁCERES","5120","Sentencias judiciales","2.025","Asignados","1","102.570.000"
"ANTIOQUIA","5","CAICEDO","5125","Convocatoria","2.025","Asignados","38","308.560.000"
"ANTIOQUIA","5","CAREPA","5147","Convocatoria","2.025","Asignados","10","223.600.000"
"ANTIOQUIA","5","CAROLINA","5150","Convocatoria","2.025","Asignados","16","207.588.880"
"ANTIOQUIA","5","CHIGORODÓ","5172","Convocatoria","2.024","Asignados","30","243.600.000"
"ANTIOQUIA","5","CHIGORODÓ","5172","Convocatoria","2.025","Asignados","28","257.920.000"
"ANTIOQUIA","5","CHIGORODÓ","5172","Sentencias judiciales","2.022","Asignados","1","70.000.000"
"ANTIOQUIA","5","CHIGORODÓ","5172","Sentencias judiciales","2.023","Asignados","1","86.300.000"
"ANTIOQUIA","5","CHIGORODÓ","5172","Sentencias judiciales","2.025","Asignados","1","99.645.000"
"ANTIOQUIA","5","COCORNÁ","5197","Sentencias judiciales","2.023","Asignados","1","91.600.000"
"ANTIOQUIA","5","COCORNÁ","5197","Sentencias judiciales","2.025","Asignados","2","240.695.000"
"ANTIOQUIA","5","CONCORDIA","5209","Sentencias judiciales","2.023","Asignados","1","85.750.000"
"ANTIOQUIA","5","CONCORDIA","5209","Sentencias judiciales","2.024","Asignados","1","98.800.000"
"ANTIOQUIA","5","DABEIBA","5234","Convocatoria","2.025","Asignados","21","798.383.000"
"ANTIOQUIA","5","DABEIBA","5234","ETCR","2.024","Asignados","12","1.644.000.000"
"ANTIOQUIA","5","DABEIBA","5234","ETCR","2.025","Asignados","82","12.145.430.000"
"ANTIOQUIA","5","DONMATÍAS","5237","Convocatoria","2.025","Asignados","5","64.871.525"
"ANTIOQUIA","5","EL BAGRE","5250","Sentencias judiciales","2.023","Asignados","1","92.200.000"
"ANTIOQUIA","5","EL BAGRE","5250","Sentencias judiciales","2.024","Asignados","1","100.750.000"
"ANTIOQUIA","5","EL BAGRE","5250","Sentencias judiciales","2.025","Asignados","9","990.405.000"
"ANTIOQUIA","5","GIRARDOTA","5308","Convocatoria","2.025","Asignados","13","304.200.000"
"ANTIOQUIA","5","GIRARDOTA","5308","Sentencias judiciales","2.023","Asignados","1","90.950.000"
"ANTIOQUIA","5","GIRARDOTA","5308","Sentencias judiciales","2.024","Asignados","1","104.650.000"
"ANTIOQUIA","5","GIRARDOTA","5308","Sentencias judiciales","2.025","Asignados","1","104.845.000"
"ANTIOQUIA","5","GÓMEZ PLATA","5310","Convocatoria","2.025","Asignados","18","233.537.490"
"ANTIOQUIA","5","GRANADA","5313","Sentencias judiciales","2.023","Asignados","7","662.975.000"
"ANTIOQUIA","5","GRANADA","5313","Sentencias judiciales","2.024","Asignados","8","831.925.400"
"ANTIOQUIA","5","GRANADA","5313","Sentencias judiciales","2.025","Asignados","4","428.480.000"
"ANTIOQUIA","5","GUARNE","5318","Convocatoria","2.024","Asignados","9","73.080.000"
"ANTIOQUIA","5","GUARNE","5318","Convocatoria","2.025","Asignados","16","374.400.000"
"ANTIOQUIA","5","ITUANGO","5361","Convocatoria","2.025","Asignados","2","25.948.610"
"ANTIOQUIA","5","LA UNIÓN","5400","Sentencias judiciales","2.023","Asignados","2","162.400.000"
"ANTIOQUIA","5","LA UNIÓN","5400","Sentencias judiciales","2.025","Asignados","1","105.170.000"
"ANTIOQUIA","5","LIBORINA","5411","Convocatoria","2.024","Asignados","8","64.960.000"
"ANTIOQUIA","5","LIBORINA","5411","Convocatoria","2.025","Asignados","1","8.120.000"
"ANTIOQUIA","5","MACEO","5425","Sentencias judiciales","2.024","Asignados","2","217.100.000"
"ANTIOQUIA","5","MARINILLA","5440","Convocatoria","2.024","Asignados","22","178.640.000"
"ANTIOQUIA","5","MARINILLA","5440","Convocatoria","2.025","Asignados","11","89.320.000"
"ANTIOQUIA","5","MONTEBELLO","5467","Convocatoria","2.025","Asignados","12","155.691.660"
"ANTIOQUIA","5","MONTEBELLO","5467","Sentencias judiciales","2.025","Asignados","1","113.945.000"
"ANTIOQUIA","5","MUTATÁ","5480","Convocatoria","2.024","Asignados","13","105.560.000"
"ANTIOQUIA","5","MUTATÁ","5480","Convocatoria","2.025","Asignados","3","39.640.000"
"ANTIOQUIA","5","MUTATÁ","5480","Sentencias judiciales","2.024","Asignados","2","197.600.000"
"ANTIOQUIA","5","MUTATÁ","5480","Sentencias judiciales","2.025","Asignados","1","117.845.000"
"ANTIOQUIA","5","NARIÑO","5483","Sentencias judiciales","2.022","Asignados","2","166.000.000"
"ANTIOQUIA","5","NARIÑO","5483","Sentencias judiciales","2.023","Asignados","1","101.350.000"
"ANTIOQUIA","5","NARIÑO","5483","Sentencias judiciales","2.024","Asignados","2","216.775.000"
"ANTIOQUIA","5","NARIÑO","5483","Sentencias judiciales","2.025","Asignados","1","113.945.000"
"ANTIOQUIA","5","NECOCLÍ","5490","Convocatoria","2.022","Asignados","16","1.120.000.000"
"ANTIOQUIA","5","NECOCLÍ","5490","Convocatoria","2.023","Asignados","75","6.090.000.000"
"ANTIOQUIA","5","NECOCLÍ","5490","Convocatoria","2.024","Asignados","4","364.000.000"
"ANTIOQUIA","5","NECOCLÍ","5490","Convocatoria","2.025","Asignados","20","849.225.000"
"ANTIOQUIA","5","NECOCLÍ","5490","Sentencias judiciales","2.023","Asignados","1","95.240.000"
"ANTIOQUIA","5","NECOCLÍ","5490","Sentencias judiciales","2.025","Asignados","1","111.345.000"
"ANTIOQUIA","5","NECHÍ","5495","Convocatoria","2.025","Asignados","155","3.835.145.000"
"ANTIOQUIA","5","NECHÍ","5495","Sentencias judiciales","2.023","Asignados","2","190.400.000"
"ANTIOQUIA","5","NECHÍ","5495","Sentencias judiciales","2.024","Asignados","3","300.175.000"
"ANTIOQUIA","5","NECHÍ","5495","Sentencias judiciales","2.025","Asignados","6","723.508.200"
"ANTIOQUIA","5","PEÑOL","5541","Convocatoria","2.024","Asignados","6","140.400.000"
"ANTIOQUIA","5","PEÑOL","5541","Convocatoria","2.025","Asignados","1","23.400.000"
"ANTIOQUIA","5","PEQUE","5543","Convocatoria","2.024","Asignados","17","397.800.000"
"ANTIOQUIA","5","PEQUE","5543","Convocatoria","2.025","Asignados","7","163.800.000"
"ANTIOQUIA","5","SAN CARLOS","5649","Convocatoria","2.024","Asignados","5","117.000.000"
"ANTIOQUIA","5","SAN CARLOS","5649","Convocatoria","2.025","Asignados","2","46.800.000"
"ANTIOQUIA","5","SAN CARLOS","5649","Sentencias judiciales","2.023","Asignados","7","662.750.000"
"ANTIOQUIA","5","SAN CARLOS","5649","Sentencias judiciales","2.024","Asignados","5","503.690.200"
"ANTIOQUIA","5","SAN CARLOS","5649","Sentencias judiciales","2.025","Asignados","10","1.136.460.000"
"ANTIOQUIA","5","SAN JOSÉ DE LA MONTAÑA","5658","Convocatoria","2.025","Asignados","11","142.717.355"
"ANTIOQUIA","5","SAN JUAN DE URABÁ","5659","Convocatoria","2.022","Asignados","41","2.870.000.000"
"ANTIOQUIA","5","SAN JUAN DE URABÁ","5659","Convocatoria","2.023","Asignados","55","4.466.000.000"
"ANTIOQUIA","5","SAN JUAN DE URABÁ","5659","Convocatoria","2.024","Asignados","2","182.000.000"
"ANTIOQUIA","5","SAN JUAN DE URABÁ","5659","Convocatoria","2.025","Asignados","15","367.955.965"
"ANTIOQUIA","5","SAN LUIS","5660","Sentencias judiciales","2.023","Asignados","1","96.605.000"
"ANTIOQUIA","5","SAN LUIS","5660","Sentencias judiciales","2.024","Asignados","4","409.684.000"
"ANTIOQUIA","5","SAN LUIS","5660","Sentencias judiciales","2.025","Asignados","1","109.395.000"
"ANTIOQUIA","5","SAN PEDRO DE URABÁ","5665","Convocatoria","2.025","Asignados","25","324.357.625"
"ANTIOQUIA","5","SAN RAFAEL","5667","Convocatoria","2.024","Asignados","5","40.600.000"
"ANTIOQUIA","5","SAN RAFAEL","5667","Sentencias judiciales","2.023","Asignados","2","203.600.000"
"ANTIOQUIA","5","SAN RAFAEL","5667","Sentencias judiciales","2.024","Asignados","5","516.360.000"
"ANTIOQUIA","5","SAN RAFAEL","5667","Sentencias judiciales","2.025","Asignados","3","367.997.500"
"ANTIOQUIA","5","SAN ROQUE","5670","Sentencias judiciales","2.023","Asignados","2","174.750.000"
"ANTIOQUIA","5","SAN VICENTE FERRER","5674","Sentencias judiciales","2.023","Asignados","1","97.450.000"
"ANTIOQUIA","5","SAN VICENTE FERRER","5674","Sentencias judiciales","2.024","Asignados","1","91.000.000"
"ANTIOQUIA","5","SANTO DOMINGO","5690","Sentencias judiciales","2.024","Asignados","1","96.200.000"
"ANTIOQUIA","5","EL SANTUARIO","5697","Sentencias judiciales","2.025","Asignados","1","99.645.000"
"ANTIOQUIA","5","SONSÓN","5756","Sentencias judiciales","2.023","Asignados","1","86.200.450"
"ANTIOQUIA","5","SONSÓN","5756","Sentencias judiciales","2.025","Asignados","1","120.445.000"
"ANTIOQUIA","5","SOPETRÁN","5761","Convocatoria","2.024","Asignados","31","251.720.000"
"ANTIOQUIA","5","SOPETRÁN","5761","Convocatoria","2.025","Asignados","38","308.560.000"
"ANTIOQUIA","5","TURBO","5837","Convocatoria","2.024","Asignados","21","170.520.000"
"ANTIOQUIA","5","TURBO","5837","Convocatoria","2.025","Asignados","69","560.280.000"
"ANTIOQUIA","5","TURBO","5837","Sentencias judiciales","2.023","Asignados","4","339.300.000"
"ANTIOQUIA","5","TURBO","5837","Sentencias judiciales","2.024","Asignados","8","793.000.000"
"ANTIOQUIA","5","URRAO","5847","Convocatoria","2.024","Asignados","28","227.360.000"
"ANTIOQUIA","5","URRAO","5847","Convocatoria","2.025","Asignados","8","64.960.000"
"ANTIOQUIA","5","VIGÍA DEL FUERTE","5873","Compromiso","2.025","Asignados","50","6.523.829.325"
"ANTIOQUIA","5","YOLOMBÓ","5890","Sentencias judiciales","2.023","Asignados","1","81.200.000"
"ANTIOQUIA","5","YOLOMBÓ","5890","Sentencias judiciales","2.025","Asignados","1","102.667.500"
"ANTIOQUIA","5","YONDÓ","5893","Sentencias judiciales","2.025","Asignados","1","108.745.000"
"ANTIOQUIA","5","ZARAGOZA","5895","Sentencias judiciales","2.024","Asignados","1","100.000.000"
"ATLÁNTICO","8","GALAPA","8296","Convocatoria","2.025","Asignados","38","889.200.000"
"ATLÁNTICO","8","JUAN DE ACOSTA","8372","Convocatoria","2.025","Asignados","10","234.000.000"
"ATLÁNTICO","8","PALMAR DE VARELA","8520","Convocatoria","2.025","Asignados","4","93.600.000"
"ATLÁNTICO","8","PIOJÓ","8549","Convocatoria","2.025","Asignados","9","210.600.000"
"ATLÁNTICO","8","PONEDERA","8560","Convocatoria","2.025","Asignados","4","93.600.000"
"ATLÁNTICO","8","SABANALARGA","8638","Convocatoria","2.025","Asignados","86","2.012.400.000"
"ATLÁNTICO","8","SANTA LUCÍA","8675","Convocatoria","2.024","Asignados","16","374.400.000"
"ATLÁNTICO","8","SANTA LUCÍA","8675","Convocatoria","2.025","Asignados","19","444.599.683"
"ATLÁNTICO","8","SANTO TOMÁS","8685","Convocatoria","2.025","Asignados","7","163.800.000"
"BOGOTÁ, D.C.","11","BOGOTÁ, D.C.","11001","Sentencias judiciales","2.022","Asignados","17","1.318.263.860"
"BOGOTÁ, D.C.","11","BOGOTÁ, D.C.","11001","Sentencias judiciales","2.023","Asignados","12","1.065.570.200"
"BOGOTÁ, D.C.","11","BOGOTÁ, D.C.","11001","Sentencias judiciales","2.024","Asignados","1","100.100.000"
"BOGOTÁ, D.C.","11","BOGOTÁ, D.C.","11001","Sentencias judiciales","2.025","Asignados","2","217.490.000"
"BOLÍVAR","13","CARTAGENA DE INDIAS","13001","Convocatoria","2.024","Asignados","121","3.087.920.000"
"BOLÍVAR","13","CARTAGENA DE INDIAS","13001","Sentencias judiciales","2.022","Asignados","10","751.388.650"
"BOLÍVAR","13","CARTAGENA DE INDIAS","13001","Sentencias judiciales","2.023","Asignados","32","2.875.915.140"
"BOLÍVAR","13","CARTAGENA DE INDIAS","13001","Sentencias judiciales","2.024","Asignados","24","2.555.156.240"
"BOLÍVAR","13","CARTAGENA DE INDIAS","13001","Sentencias judiciales","2.025","Asignados","25","2.881.825.800"
"BOLÍVAR","13","ARENAL","13042","Convocatoria","2.022","Asignados","31","1.992.060.000"
"BOLÍVAR","13","ARENAL","13042","Convocatoria","2.023","Asignados","1","74.541.600"
"BOLÍVAR","13","ARENAL","13042","Convocatoria","2.024","Asignados","8","668.304.000"
"BOLÍVAR","13","ARENAL","13042","Convocatoria","2.025","Asignados","195","4.634.901.521"
"BOLÍVAR","13","CANTAGALLO","13160","Convocatoria","2.025","Asignados","39","1.087.650.000"
"BOLÍVAR","13","EL CARMEN DE BOLÍVAR","13244","Convocatoria","2.024","Asignados","11","325.594.900"
"BOLÍVAR","13","EL CARMEN DE BOLÍVAR","13244","Convocatoria","2.025","Asignados","6","210.402.396"
"BOLÍVAR","13","EL CARMEN DE BOLÍVAR","13244","Sentencias judiciales","2.022","Asignados","5","373.704.800"
"BOLÍVAR","13","EL CARMEN DE BOLÍVAR","13244","Sentencias judiciales","2.023","Asignados","24","2.164.457.750"
"BOLÍVAR","13","EL CARMEN DE BOLÍVAR","13244","Sentencias judiciales","2.024","Asignados","10","1.045.738.540"
"BOLÍVAR","13","EL CARMEN DE BOLÍVAR","13244","Sentencias judiciales","2.025","Asignados","5","593.927.180"
"BOLÍVAR","13","EL GUAMO","13248","Convocatoria","2.024","Asignados","2","46.800.000"
"BOLÍVAR","13","EL GUAMO","13248","Convocatoria","2.025","Asignados","32","748.800.000"
"BOLÍVAR","13","EL GUAMO","13248","Sentencias judiciales","2.025","Asignados","1","125.610.800"
"BOLÍVAR","13","HATILLO DE LOBA","13300","Convocatoria","2.025","Asignados","11","257.400.000"
"BOLÍVAR","13","MARÍA LA BAJA","13442","Convocatoria","2.024","Asignados","7","178.640.000"
"BOLÍVAR","13","MARÍA LA BAJA","13442","Convocatoria","2.025","Asignados","41","1.030.532.011"
"BOLÍVAR","13","MARÍA LA BAJA","13442","Sentencias judiciales","2.025","Asignados","1","109.545.800"
"BOLÍVAR","13","SANTA CRUZ DE MOMPOX","13468","Convocatoria","2.025","Asignados","21","491.400.000"
"BOLÍVAR","13","MORALES","13473","Convocatoria","2.023","Asignados","32","2.385.331.200"
"BOLÍVAR","13","MORALES","13473","Convocatoria","2.024","Asignados","8","668.304.000"
"BOLÍVAR","13","MORALES","13473","Convocatoria","2.025","Asignados","22","724.042.000"
"BOLÍVAR","13","SAN CRISTÓBAL","13620","Convocatoria","2.025","Asignados","1","23.400.000"
"BOLÍVAR","13","SAN ESTANISLAO","13647","Sentencias judiciales","2.023","Asignados","2","177.060.800"
"BOLÍVAR","13","SAN ESTANISLAO","13647","Sentencias judiciales","2.024","Asignados","1","100.900.800"
"BOLÍVAR","13","SAN ESTANISLAO","13647","Sentencias judiciales","2.025","Asignados","1","115.115.000"
"BOLÍVAR","13","SAN JACINTO","13654","Convocatoria","2.025","Asignados","19","697.530.680"
"BOLÍVAR","13","SAN JACINTO","13654","Sentencias judiciales","2.023","Asignados","1","90.862.800"
"BOLÍVAR","13","SAN JACINTO","13654","Sentencias judiciales","2.024","Asignados","1","114.979.690"
"BOLÍVAR","13","SAN JUAN NEPOMUCENO","13657","Convocatoria","2.025","Asignados","93","2.393.027.625"
"BOLÍVAR","13","SAN JUAN NEPOMUCENO","13657","Sentencias judiciales","2.024","Asignados","1","116.920.580"
"BOLÍVAR","13","SAN JUAN NEPOMUCENO","13657","Sentencias judiciales","2.025","Asignados","3","362.366.760"
"BOLÍVAR","13","SAN MARTÍN DE LOBA","13667","Convocatoria","2.025","Asignados","24","561.600.000"
"BOLÍVAR","13","SAN PABLO","13670","Convocatoria","2.022","Asignados","29","1.863.540.000"
"BOLÍVAR","13","SAN PABLO","13670","Convocatoria","2.023","Asignados","3","223.624.800"
"BOLÍVAR","13","SAN PABLO","13670","Convocatoria","2.024","Asignados","8","668.304.000"
"BOLÍVAR","13","SAN PABLO","13670","Convocatoria","2.025","Asignados","22","723.474.000"
"BOLÍVAR","13","SANTA CATALINA","13673","Convocatoria","2.025","Asignados","1","23.400.000"
"BOLÍVAR","13","SANTA ROSA DEL SUR","13688","Convocatoria","2.022","Asignados","28","1.799.280.000"
"BOLÍVAR","13","SANTA ROSA DEL SUR","13688","Convocatoria","2.023","Asignados","4","298.166.400"
"BOLÍVAR","13","SANTA ROSA DEL SUR","13688","Convocatoria","2.024","Asignados","8","668.304.000"
"BOLÍVAR","13","SANTA ROSA DEL SUR","13688","Convocatoria","2.025","Asignados","1","23.400.000"
"BOLÍVAR","13","SIMITÍ","13744","Convocatoria","2.022","Asignados","30","1.927.800.000"
"BOLÍVAR","13","SIMITÍ","13744","Convocatoria","2.023","Asignados","2","149.083.200"
"BOLÍVAR","13","SIMITÍ","13744","Convocatoria","2.024","Asignados","8","668.304.000"
"BOLÍVAR","13","SIMITÍ","13744","Convocatoria","2.025","Asignados","20","645.622.000"
"BOLÍVAR","13","TALAIGUA NUEVO","13780","Convocatoria","2.025","Asignados","4","93.600.000"
"BOLÍVAR","13","VILLANUEVA","13873","Sentencias judiciales","2.023","Asignados","1","85.008.000"
"BOLÍVAR","13","ZAMBRANO","13894","Convocatoria","2.024","Asignados","4","102.080.000"
"BOLÍVAR","13","ZAMBRANO","13894","Convocatoria","2.025","Asignados","6","214.181.536"
"BOLÍVAR","13","ZAMBRANO","13894","Sentencias judiciales","2.022","Asignados","1","89.963.440"
"BOLÍVAR","13","ZAMBRANO","13894","Sentencias judiciales","2.024","Asignados","4","419.692.000"
"BOYACÁ","15","ARCABUCO","15051","Convocatoria","2.022","Asignados","11","770.000.000"
"BOYACÁ","15","ARCABUCO","15051","Convocatoria","2.023","Asignados","2","162.400.000"
"BOYACÁ","15","ARCABUCO","15051","Convocatoria","2.024","Asignados","2","182.000.000"
"BOYACÁ","15","CHITARAQUE","15185","Convocatoria","2.022","Asignados","19","1.330.000.000"
"BOYACÁ","15","CHITARAQUE","15185","Convocatoria","2.024","Asignados","1","91.000.000"
"BOYACÁ","15","CÓMBITA","15204","Convocatoria","2.025","Asignados","1","23.400.000"
"BOYACÁ","15","DUITAMA","15238","Convocatoria","2.025","Asignados","39","912.597.240"
"BOYACÁ","15","MONIQUIRÁ","15469","Convocatoria","2.022","Asignados","23","1.610.000.000"
"BOYACÁ","15","MONIQUIRÁ","15469","Convocatoria","2.024","Asignados","2","182.000.000"
"BOYACÁ","15","PUERTO BOYACÁ","15572","Sentencias judiciales","2.024","Asignados","2","182.000.000"
"BOYACÁ","15","SANTANA","15686","Convocatoria","2.023","Asignados","18","1.461.600.000"
"BOYACÁ","15","SANTANA","15686","Convocatoria","2.024","Asignados","2","182.000.000"
"BOYACÁ","15","SANTA ROSA DE VITERBO","15693","Convocatoria","2.025","Asignados","14","327.595.562"
"BOYACÁ","15","TOCA","15814","Convocatoria","2.025","Asignados","44","1.029.600.000"
"BOYACÁ","15","TOGÜÍ","15816","Convocatoria","2.022","Asignados","20","1.400.000.000"
"CALDAS","17","ANSERMA","17042","Compromiso","2.024","Asignados","2","182.000.000"
"CALDAS","17","ANSERMA","17042","Compromiso","2.025","Asignados","9","281.853.000"
"CALDAS","17","FILADELFIA","17272","Compromiso","2.025","Asignados","4","125.268.000"
"CALDAS","17","FILADELFIA","17272","Convocatoria","2.023","Asignados","12","974.400.000"
"CALDAS","17","FILADELFIA","17272","Convocatoria","2.024","Asignados","9","819.000.000"
"CALDAS","17","LA MERCED","17388","Convocatoria","2.023","Asignados","11","893.200.000"
"CALDAS","17","LA MERCED","17388","Convocatoria","2.024","Asignados","4","364.000.000"
"CALDAS","17","MANZANARES","17433","Sentencias judiciales","2.023","Asignados","1","81.200.000"
"CALDAS","17","MARMATO","17442","Convocatoria","2.023","Asignados","13","1.055.600.003"
"CALDAS","17","MARMATO","17442","Convocatoria","2.024","Asignados","7","637.000.000"
"CALDAS","17","RIOSUCIO","17614","Compromiso","2.024","Asignados","6","546.000.000"
"CALDAS","17","RIOSUCIO","17614","Compromiso","2.025","Asignados","83","6.220.695.000"
"CALDAS","17","RIOSUCIO","17614","Convocatoria","2.023","Asignados","11","893.200.000"
"CALDAS","17","RIOSUCIO","17614","Convocatoria","2.024","Asignados","14","1.274.000.000"
"CALDAS","17","RIOSUCIO","17614","Sentencias judiciales","2.024","Asignados","1","91.000.000"
"CALDAS","17","RIOSUCIO","17614","Sentencias judiciales","2.025","Asignados","1","109.395.000"
"CALDAS","17","RISARALDA","17616","Compromiso","2.025","Asignados","2","130.962.000"
"CALDAS","17","SAMANÁ","17662","Sentencias judiciales","2.022","Asignados","1","84.950.000"
"CALDAS","17","SAMANÁ","17662","Sentencias judiciales","2.024","Asignados","1","109.200.000"
"CALDAS","17","SAMANÁ","17662","Sentencias judiciales","2.025","Asignados","2","241.215.000"
"CALDAS","17","SAN JOSÉ","17665","Compromiso","2.025","Asignados","1","99.645.000"
"CALDAS","17","SUPÍA","17777","Compromiso","2.025","Asignados","24","1.708.200.000"
"CALDAS","17","SUPÍA","17777","Convocatoria","2.023","Asignados","18","1.461.600.003"
"CALDAS","17","SUPÍA","17777","Convocatoria","2.024","Asignados","2","182.000.000"
"CALDAS","17","VILLAMARÍA","17873","Sentencias judiciales","2.023","Asignados","1","86.200.000"
"CAQUETÁ","18","FLORENCIA","18001","Convocatoria","2.023","Asignados","42","3.410.400.000"
"CAQUETÁ","18","FLORENCIA","18001","Convocatoria","2.024","Asignados","302","8.959.594.343"
"CAQUETÁ","18","FLORENCIA","18001","Convocatoria","2.025","Asignados","19","923.367.900"
"CAQUETÁ","18","EL DONCELLO","18247","Convocatoria","2.024","Asignados","12","322.180.000"
"CAQUETÁ","18","EL DONCELLO","18247","Convocatoria","2.025","Asignados","3","70.200.000"
"CAQUETÁ","18","EL DONCELLO","18247","ETCR","2.023","Asignados","43","4.489.200.000"
"CAQUETÁ","18","EL DONCELLO","18247","ETCR","2.024","Asignados","60","7.020.000.000"
"CAQUETÁ","18","EL DONCELLO","18247","ETCR","2.025","Asignados","2","234.000.000"
"CAQUETÁ","18","EL PAUJÍL","18256","Convocatoria","2.025","Asignados","7","163.800.000"
"CAQUETÁ","18","LA MONTAÑITA","18410","Convocatoria","2.024","Asignados","26","2.366.000.000"
"CAQUETÁ","18","LA MONTAÑITA","18410","Convocatoria","2.025","Asignados","6","597.870.000"
"CAQUETÁ","18","PUERTO RICO","18592","Convocatoria","2.024","Asignados","37","3.367.000.000"
"CAQUETÁ","18","PUERTO RICO","18592","Convocatoria","2.025","Asignados","14","1.166.295.000"
"CAQUETÁ","18","SOLITA","18785","Convocatoria","2.025","Asignados","10","996.450.000"
"CAUCA","19","POPAYÁN","19001","Compromiso","2.022","Asignados","9","167.475.861"
"CAUCA","19","POPAYÁN","19001","Compromiso","2.023","Asignados","12","285.109.440"
"CAUCA","19","POPAYÁN","19001","Compromiso","2.025","Asignados","1","23.759.120"
"CAUCA","19","POPAYÁN","19001","Convocatoria","2.024","Asignados","23","657.800.000"
"CAUCA","19","POPAYÁN","19001","Convocatoria","2.025","Asignados","50","1.305.200.000"
"CAUCA","19","POPAYÁN","19001","Sentencias judiciales","2.022","Asignados","18","1.334.206.756"
"CAUCA","19","POPAYÁN","19001","Sentencias judiciales","2.023","Asignados","9","770.787.400"
"CAUCA","19","POPAYÁN","19001","Sentencias judiciales","2.024","Asignados","2","187.767.500"
"CAUCA","19","POPAYÁN","19001","Sentencias judiciales","2.025","Asignados","4","421.182.000"
"CAUCA","19","BOLÍVAR","19100","Compromiso","2.024","Asignados","2","47.518.240"
"CAUCA","19","BOLÍVAR","19100","Compromiso","2.025","Asignados","4","95.036.480"
"CAUCA","19","BUENOS AIRES","19110","Compromiso","2.024","Asignados","15","356.386.800"
"CAUCA","19","CAJIBÍO","19130","Compromiso","2.024","Asignados","15","1.365.000.000"
"CAUCA","19","CAJIBÍO","19130","Convocatoria","2.024","Asignados","19","485.910.886"
"CAUCA","19","CAJIBÍO","19130","Convocatoria","2.025","Asignados","37","1.078.100.000"
"CAUCA","19","CAJIBÍO","19130","Sentencias judiciales","2.023","Asignados","2","162.400.000"
"CAUCA","19","CAJIBÍO","19130","Sentencias judiciales","2.024","Asignados","3","273.000.000"
"CAUCA","19","CAJIBÍO","19130","Sentencias judiciales","2.025","Asignados","4","409.730.500"
"CAUCA","19","CALDONO","19137","Compromiso","2.022","Asignados","37","688.511.873"
"CAUCA","19","CALDONO","19137","Compromiso","2.023","Asignados","1","23.759.120"
"CAUCA","19","CALDONO","19137","Compromiso","2.024","Asignados","4","95.036.480"
"CAUCA","19","CALDONO","19137","Convocatoria","2.024","Asignados","18","473.199.761"
"CAUCA","19","CALDONO","19137","Convocatoria","2.025","Asignados","22","540.800.000"
"CAUCA","19","CALDONO","19137","ETCR","2.022","Asignados","54","4.860.000.000"
